1,5000,-36.858493102264404
2,10000,-94.53173589782715
3,15000,-139.43770667877197
4,20000,-175.0280794708252
5,25000,-204.46949483337403
6,30000,-230.43072879333496
7,35000,-253.12988753662108
8,40000,-271.82370607299805
9,45000,-286.28854958496095
10,50000,-297.1486201904297
11,55000,-304.55076641235354
12,60000,-309.84385974731447
13,65000,-313.4158159362793
14,70000,-315.5333578857422
15,75000,-317.09671805419924
16,80000,-317.8806836608887
17,85000,-318.1836419067383
18,90000,-318.74874442749024
19,95000,-319.11841739501955
20,100000,-319.82335150756836
21,105000,-320.31827637939455
22,110000,-320.6815111083984
23,115000,-320.8761553588867
24,120000,-321.5068233459473
25,125000,-321.73640798950197
26,130000,-322.4164236328125
27,135000,-323.2266259948731
28,140000,-324.3707390625
29,145000,-325.2004385498047
30,150000,-326.0101600708008
31,155000,-326.87874533081055
32,160000,-327.6966340698242
33,165000,-328.7019575500488
34,170000,-329.6507855041504
35,175000,-330.7272909240723
36,180000,-331.1955532836914
37,185000,-332.0899032104492
38,190000,-332.65893519287107
39,195000,-333.2446932861328
40,200000,-333.86342119750975
41,205000,-334.8811933654785
42,210000,-335.5134216552734
43,215000,-336.28331556396483
44,220000,-336.90741033935547
45,225000,-337.437262701416
46,230000,-338.11946961059573
47,235000,-338.8182845336914
48,240000,-339.42862521362304
49,245000,-339.74373806762696
50,250000,-340.3449153503418
51,255000,-340.7400518859863
52,260000,-341.1955339050293
53,265000,-341.37072228393555
54,270000,-341.4895587524414
55,275000,-341.63746971435546
56,280000,-341.8299168640137
57,285000,-342.7317525756836
58,290000,-343.29636796264646
59,295000,-343.89843831176756
60,300000,-343.7653470153809
61,305000,-344.3384236755371
62,310000,-344.56373411254884
63,315000,-344.2658030090332
64,320000,-344.59395838012694
65,325000,-344.99449202270506
66,330000,-345.3855305419922
67,335000,-345.8565195617676
68,340000,-346.23045346069335
69,345000,-346.4956577331543
70,350000,-346.5324401123047
71,355000,-346.72143498535155
72,360000,-347.3563785949707
73,365000,-347.78257963256834
74,370000,-348.10513791503905
75,375000,-348.56827083129883
76,380000,-348.8812283203125
77,385000,-349.2796416015625
78,390000,-349.37027581176756
79,395000,-349.9769863952637
80,400000,-350.1309184814453
81,405000,-350.2540019470215
82,410000,-350.49963807373047
83,415000,-350.921220513916
84,420000,-351.1250856384277
85,425000,-351.4694611450195
86,430000,-351.8132910522461
87,435000,-351.7791431152344
88,440000,-351.9670276977539
89,445000,-351.91321795654295
90,450000,-351.9319891784668
91,455000,-352.10768712158205
92,460000,-352.4995710144043
93,465000,-352.5313769470215
94,470000,-352.7996436462402
95,475000,-352.90313701171874
96,480000,-352.8263422729492
97,485000,-352.9296893432617
98,490000,-353.24115733032227
99,495000,-353.15066642456054
100,500000,-353.0627647583008
