1,5000,18.99903277053833
2,10000,22.558695216369628
3,15000,26.324066050720216
4,20000,30.16536887664795
5,25000,33.317806121444704
6,30000,35.6366630783081
7,35000,40.19654818267822
8,40000,44.664866999816894
9,45000,51.991389294815065
10,50000,53.876496323394775
11,55000,57.4693335269928
12,60000,62.06856529960632
13,65000,62.845561025238034
14,70000,67.94471989364624
15,75000,71.6522104560852
16,80000,72.18721467208863
17,85000,75.44432678794861
18,90000,72.54852580337524
19,95000,74.15862362556457
20,100000,74.33592900543213
21,105000,71.16956749343872
22,110000,72.82478777885437
23,115000,77.01174794807434
24,120000,72.9211251865387
25,125000,71.80402126617432
26,130000,74.82492341957092
27,135000,71.79569708480835
28,140000,71.84414752159118
29,145000,72.26249163780213
30,150000,69.92419710845947
31,155000,68.37513000984193
32,160000,64.45367073364258
33,165000,67.80854366111755
34,170000,66.36369577789307
35,175000,67.65704783744812
36,180000,65.81597508277893
37,185000,67.87965363693237
38,190000,65.22297314033509
39,195000,69.14476245384216
40,200000,65.15528328857422
41,205000,66.2811995426178
42,210000,66.77240648345948
43,215000,66.27197955131531
44,220000,65.31343198280335
45,225000,68.05898930664063
46,230000,66.21052669525146
47,235000,67.08953058738709
48,240000,63.90915776596069
49,245000,62.900294351959225
50,250000,65.3461200088501
51,255000,64.81714471168517
52,260000,66.85331963996887
53,265000,65.28026020736695
54,270000,66.6152936756134
55,275000,67.71953312683105
56,280000,65.14968374328613
57,285000,64.16085388832093
58,290000,65.8788084159851
59,295000,65.89395121612549
60,300000,69.50467715110778
61,305000,66.56107163963318
62,310000,65.9211953716278
63,315000,65.22855545272827
64,320000,63.848341328048704
65,325000,64.47067856903077
66,330000,64.50319066162109
67,335000,68.22057889938354
68,340000,65.82675493850708
69,345000,64.12000115127563
70,350000,65.16057353897095
71,355000,65.73112041244507
72,360000,64.22999908676148
73,365000,65.45660375976563
74,370000,67.17873765220642
75,375000,65.16609114608765
76,380000,65.31914952926635
77,385000,65.35479330863953
78,390000,65.33940686912537
79,395000,64.7695698223114
80,400000,66.89937804336547
81,405000,67.4865535194397
82,410000,67.57509162750245
83,415000,65.08050313529968
84,420000,63.97280406455994
85,425000,63.41177851295471
86,430000,66.86920100250244
87,435000,66.58330165100098
88,440000,65.87201950759888
89,445000,68.51863645019532
90,450000,67.9293817401886
91,455000,64.70722080459595
92,460000,66.02905839996338
93,465000,66.79147778015137
94,470000,65.6548588054657
95,475000,66.78180319366454
96,480000,66.55460433769225
97,485000,67.37243726577759
98,490000,65.67271542282104
99,495000,67.06337609672546
100,500000,67.59264188690186
