1,5000,-49.895036781930926
2,10000,-130.24501058349608
3,15000,-194.07288467407227
4,20000,-243.3994323913574
5,25000,-281.78999135742185
6,30000,-312.7324607788086
7,35000,-338.90411209106446
8,40000,-362.78356339111326
9,45000,-383.52844624633786
10,50000,-400.26781087646486
11,55000,-412.9200682739258
12,60000,-422.3333006713867
13,65000,-429.98542255859377
14,70000,-435.74974263916016
15,75000,-440.40110107421873
16,80000,-444.475709765625
17,85000,-448.1216989562988
18,90000,-451.4547989685059
19,95000,-453.58511022338865
20,100000,-455.48581985473635
21,105000,-457.1312178649902
22,110000,-458.7094032958984
23,115000,-460.02523762207034
24,120000,-461.5431606994629
25,125000,-462.9027615539551
26,130000,-463.5684293395996
27,135000,-464.7774930847168
28,140000,-465.8404393798828
29,145000,-466.32209818725585
30,150000,-467.4931165222168
31,155000,-468.0240651428223
32,160000,-469.146031640625
33,165000,-470.1441689758301
34,170000,-471.54199809570315
35,175000,-472.98926348876955
36,180000,-473.9452112182617
37,185000,-475.51145064086916
38,190000,-477.18270181274414
39,195000,-478.7397562011719
40,200000,-479.78602927856446
41,205000,-481.4381297485352
42,210000,-483.11936457519533
43,215000,-484.3720454711914
44,220000,-485.8505998046875
45,225000,-487.557202923584
46,230000,-489.45985977172853
47,235000,-490.7654506958008
48,240000,-492.59663888549807
49,245000,-493.95276592407225
50,250000,-495.3788051208496
51,255000,-496.79954674072263
52,260000,-498.55990328979493
53,265000,-499.3606412231445
54,270000,-500.1945989074707
55,275000,-501.40138741455075
56,280000,-502.24155858154296
57,285000,-503.0504471923828
58,290000,-503.75540154418945
59,295000,-504.9099564636231
60,300000,-505.7584197753906
61,305000,-505.98327927246095
62,310000,-506.6649235900879
63,315000,-507.3257223510742
64,320000,-507.8289825134277
65,325000,-508.00767677612305
66,330000,-508.7146844055176
67,335000,-509.4077860595703
68,340000,-510.05575201416013
69,345000,-510.69917637939454
70,350000,-511.5789930480957
71,355000,-511.88961890258787
72,360000,-512.0749691833496
73,365000,-512.576808984375
74,370000,-512.9467353942871
75,375000,-512.7702265991211
76,380000,-512.6296947265625
77,385000,-512.2494218200684
78,390000,-512.0073693847656
79,395000,-512.1219292175293
80,400000,-512.3040946289062
81,405000,-512.1840551452636
82,410000,-512.3923143066406
83,415000,-512.5267805847168
84,420000,-512.9123385681153
85,425000,-512.9836901306153
86,430000,-512.7957818664551
87,435000,-512.8784693725586
88,440000,-512.2889641113281
89,445000,-512.6788319763184
90,450000,-513.1738444213868
91,455000,-513.299309197998
92,460000,-513.8712991638183
93,465000,-514.0247054748535
94,470000,-513.9643985412598
95,475000,-513.7646007019043
96,480000,-514.145635192871
97,485000,-514.4934926452637
98,490000,-514.2689673767089
99,495000,-514.5928720214844
100,500000,-514.399399584961
